Name,H,1B,2B,HR,R,RBI,BB,IBB,SO,SB,AVG
A.J. Ellis,114.000,80.000,20.000,13.000,44.000,52.000,65.000,11.000,107.000,0.000,0.270
A.J. Pierzynski,137.167,95.833,24.667,15.500,56.000,60.333,20.333,4.167,63.667,1.167,0.277
A.J. Pollock,192.000,127.000,39.000,20.000,111.000,76.000,53.000,0.000,89.000,39.000,0.315
Aaron Hill,152.333,95.667,33.833,20.500,77.667,76.667,39.833,2.000,89.167,8.500,0.262
Aaron Judge,154.000,75.000,24.000,52.000,128.000,114.000,127.000,11.000,208.000,9.000,0.284
Aaron Rowand,156.000,99.667,37.333,18.333,74.333,74.333,40.333,4.000,123.333,4.000,0.280
Adam Dunn,124.286,63.714,23.857,36.143,77.429,94.286,95.429,8.857,182.143,2.143,0.238
Adam Duvall,139.500,69.000,34.000,32.000,81.500,101.000,40.000,1.000,167.000,5.500,0.245
Adam Eaton,165.667,119.000,27.667,9.667,88.333,50.000,54.667,1.333,109.667,15.667,0.290
Adam Jones,161.800,107.300,27.000,24.800,82.100,80.300,27.900,1.700,115.800,8.300,0.278
Adam Kennedy,153.000,112.000,29.000,11.000,65.000,63.000,45.000,2.000,86.000,20.000,0.289
Adam LaRoche,141.429,83.143,31.714,25.000,72.714,87.143,64.857,7.714,134.857,1.714,0.264
Adam Lind,142.400,85.800,30.400,25.400,69.000,85.400,49.000,6.000,112.800,0.600,0.272
Addison Russell,120.000,74.000,27.000,17.000,63.500,74.500,48.500,4.000,142.000,4.500,0.240
Adeiny Hechavarria,130.333,103.000,17.000,2.333,45.000,38.000,29.667,4.333,85.000,6.333,0.246
Adonis Garcia,145.000,102.000,29.000,14.000,65.000,65.000,24.000,4.000,93.000,3.000,0.273
Adrian Beltre,172.667,109.111,34.778,27.333,84.556,93.444,42.778,7.222,77.111,3.333,0.301
Adrian Gonzalez,173.700,108.300,36.700,27.700,86.100,104.000,68.700,14.300,116.800,0.600,0.290
Akinori Iwamura,156.000,114.500,25.500,6.500,86.500,41.000,64.000,1.500,122.500,10.000,0.279
Albert Pujols,170.800,101.700,34.000,34.700,92.600,109.600,71.800,20.100,69.700,7.300,0.293
Alberto Callaspo,138.200,100.600,26.200,9.400,60.200,57.200,50.000,3.600,49.400,3.800,0.273
Alcides Escobar,151.875,116.250,24.875,4.500,66.125,49.625,24.750,2.000,85.375,20.250,0.259
Alejandro De Aza,142.333,98.333,26.667,11.333,73.667,51.000,45.333,2.000,125.000,21.000,0.266
Alex Avila,137.000,81.000,33.000,19.000,63.000,82.000,73.000,9.000,131.000,3.000,0.295
Alex Bregman,158.000,95.000,39.000,19.000,88.000,71.000,55.000,2.000,97.000,17.000,0.284
Alex Gonzalez,142.500,87.000,34.500,19.000,66.500,72.000,26.500,1.500,122.000,1.500,0.245
Alex Gordon,143.875,91.125,33.000,16.625,77.125,64.750,57.625,4.000,134.625,11.000,0.258
Alex Rios,162.000,105.625,34.000,17.125,81.375,74.125,36.375,2.750,97.000,25.000,0.276
Alex Rodriguez,143.667,84.667,24.833,33.333,92.667,104.500,72.333,6.000,115.500,12.833,0.282
Alexei Ramirez,154.111,111.778,27.667,12.778,66.778,65.556,29.222,2.000,72.222,15.889,0.270
Alfonso Soriano,136.286,73.857,32.286,28.286,72.286,82.286,38.000,5.143,128.000,11.143,0.263
Allen Craig,134.333,91.000,28.000,14.333,62.667,78.333,37.333,1.000,100.667,2.000,0.279
Andre Ethier,147.286,91.857,34.857,18.571,71.857,76.000,57.857,8.429,99.429,2.857,0.286
Andrelton Simmons,147.000,106.500,26.500,10.500,64.250,54.500,39.500,2.750,57.500,8.500,0.259
Andres Torres,136.000,69.000,43.000,16.000,84.000,63.000,56.000,2.000,128.000,26.000,0.268
Andrew Benintendi,155.000,108.000,26.000,20.000,84.000,90.000,70.000,7.000,112.000,20.000,0.271
Andrew McCutchen,167.375,105.875,33.250,23.875,92.500,83.875,78.875,7.625,119.375,18.625,0.291
Andruw Jones,127.000,72.000,27.000,26.000,83.000,94.000,70.000,4.000,138.000,5.000,0.222
Andy LaRoche,135.000,89.000,29.000,12.000,64.000,64.000,50.000,1.000,84.000,3.000,0.258
Angel Pagan,147.600,105.000,27.600,8.200,73.800,54.600,42.000,3.000,83.000,25.000,0.276
Anthony Gose,123.000,86.000,24.000,5.000,73.000,26.000,45.000,0.000,145.000,23.000,0.254
Anthony Rendon,160.667,96.333,39.333,22.000,94.333,89.333,69.000,3.333,101.000,12.000,0.286
Anthony Rizzo,156.000,87.200,36.200,30.000,89.400,95.400,78.400,8.400,109.200,8.200,0.272
Aramis Ramirez,147.286,88.143,34.143,23.286,70.286,90.571,41.429,4.429,77.714,2.286,0.282
Asdrubal Cabrera,143.250,91.750,33.125,15.875,71.875,66.500,43.500,2.500,102.750,9.500,0.270
Aubrey Huff,151.600,94.000,34.800,20.000,73.600,82.000,56.400,5.400,88.800,3.400,0.272
Austin Jackson,154.167,108.833,28.333,9.167,87.000,49.333,49.667,1.167,147.333,17.667,0.273
Austin Kearns,156.000,104.000,35.000,16.000,84.000,74.000,71.000,5.000,106.000,2.000,0.266
Avisail Garcia,156.500,115.500,22.000,15.500,70.500,69.500,34.500,4.000,126.000,6.000,0.293
Ben Gamel,140.000,97.000,27.000,11.000,68.000,59.000,36.000,1.000,122.000,4.000,0.275
Ben Revere,171.667,147.667,16.000,1.333,75.000,35.000,24.667,0.333,55.667,40.000,0.302
Ben Zobrist,147.625,92.375,34.750,16.250,85.625,73.250,82.750,3.750,94.375,13.000,0.271
Bengie Molina,140.667,96.000,25.667,18.333,45.333,85.333,15.667,3.333,53.000,0.000,0.278
Bill Hall,115.000,66.000,35.000,14.000,59.000,63.000,40.000,1.000,128.000,4.000,0.254
Billy Burns,153.000,121.000,18.000,5.000,70.000,42.000,26.000,1.000,81.000,26.000,0.294
Billy Butler,170.000,115.000,37.000,17.571,69.000,83.714,59.857,7.571,98.000,0.714,0.291
Billy Hamilton,142.500,107.000,21.000,5.000,78.500,43.000,39.000,0.000,125.000,57.500,0.248
Bobby Abreu,157.800,103.400,35.800,15.800,92.200,88.400,83.200,3.400,116.400,24.400,0.276
Bobby Crosby,132.000,85.000,39.000,7.000,66.000,61.000,47.000,0.000,96.000,7.000,0.237
Brad Hawpe,143.667,81.667,33.000,25.667,77.000,95.667,78.667,8.000,138.667,1.000,0.286
Brad Miller,133.000,68.000,29.000,30.000,73.000,81.000,47.000,0.000,149.000,6.000,0.243
Brandon Belt,144.667,84.000,37.667,17.333,75.333,72.333,70.667,3.333,140.000,4.667,0.281
Brandon Crawford,131.600,84.800,27.800,13.200,59.200,71.400,47.800,7.600,114.400,4.400,0.256
Brandon Inge,125.333,81.667,23.000,18.000,60.667,75.000,51.667,3.333,151.333,5.000,0.238
Brandon Moss,112.333,62.000,23.333,24.667,63.333,75.333,55.333,4.667,147.000,1.667,0.239
Brandon Phillips,166.600,116.300,29.200,17.900,84.900,78.500,33.900,3.000,83.100,17.800,0.281
Brendan Harris,149.000,99.000,35.000,12.000,72.000,59.000,42.000,1.000,96.000,4.000,0.286
Brennan Boesch,116.000,76.500,24.000,13.000,50.500,60.500,33.000,3.000,101.500,6.500,0.248
Brett Gardner,143.000,100.429,24.429,11.571,88.857,51.857,65.286,0.857,116.857,28.571,0.264
Brett Lawrie,140.500,96.500,27.500,13.500,68.500,54.000,30.500,0.500,115.000,9.000,0.267
Brian Dozier,152.200,85.600,34.000,29.000,99.000,81.200,68.000,3.000,135.200,16.200,0.252
Brian Giles,151.000,102.000,33.500,12.500,76.500,57.000,75.500,3.500,56.500,3.000,0.288
Brian McCann,129.143,79.286,27.000,22.286,60.143,84.286,50.857,6.000,83.143,2.429,0.265
Brian Roberts,180.000,113.333,49.667,12.333,106.667,64.333,81.667,4.000,105.000,40.000,0.290
Brock Holt,127.000,92.000,27.000,2.000,56.000,45.000,46.000,0.000,97.000,8.000,0.280
Bryce Harper,146.333,83.667,29.333,29.333,100.000,81.333,96.000,11.667,122.667,15.000,0.281
Buster Posey,165.167,113.833,32.667,17.667,71.500,84.333,59.500,8.333,70.167,2.833,0.311
Byron Buxton,117.000,81.000,14.000,16.000,69.000,51.000,38.000,2.000,150.000,29.000,0.253
Cameron Maybin,131.333,96.667,20.667,9.000,71.333,48.000,44.333,1.333,112.333,29.667,0.258
Carl Crawford,170.500,116.250,31.000,14.000,91.000,73.500,38.000,2.500,104.750,43.750,0.295
Carlos Beltran,149.375,89.000,33.000,25.000,79.875,87.500,56.000,6.875,99.625,8.500,0.278
Carlos Correa,158.000,99.000,36.000,20.000,76.000,96.000,75.000,5.000,139.000,13.000,0.274
Carlos Delgado,150.500,88.000,31.000,31.000,83.500,101.000,62.000,13.500,121.000,2.500,0.265
Carlos Gomez,154.667,101.333,28.333,18.000,84.667,68.333,36.333,0.667,143.000,35.667,0.275
Carlos Gonzalez,157.167,94.667,32.167,26.833,89.667,91.333,48.667,7.000,122.667,12.167,0.294
Carlos Guillen,167.000,102.000,35.000,21.000,86.000,102.000,55.000,10.000,93.000,13.000,0.296
Carlos Lee,165.600,107.800,34.400,21.800,68.800,96.200,49.600,5.600,56.400,5.000,0.278
Carlos Pena,111.667,54.833,23.333,31.833,79.000,91.333,93.500,6.833,162.000,2.333,0.229
Carlos Quentin,124.000,66.000,25.500,31.000,84.500,93.500,58.000,1.500,81.500,4.500,0.266
Carlos Santana,136.571,78.857,31.857,24.000,78.571,80.714,98.429,5.143,111.857,5.286,0.248
Casey Blake,142.000,89.250,31.250,18.500,73.000,75.500,53.500,6.000,124.250,2.500,0.268
Casey Kotchman,142.333,99.000,29.667,11.667,57.667,63.333,45.667,3.667,49.333,2.000,0.291
Casey McGehee,157.667,112.667,30.333,13.333,57.333,82.333,54.000,4.000,102.667,1.667,0.265
Cesar Hernandez,155.500,119.500,20.000,7.500,76.000,36.500,63.500,2.500,110.000,16.000,0.294
Cesar Izturis,109.000,94.000,13.000,1.000,42.000,28.000,25.000,1.000,53.000,11.000,0.230
Charlie Blackmon,186.750,121.500,32.000,25.500,105.750,79.000,46.250,5.000,111.250,25.500,0.307
Chase Headley,140.875,96.750,27.875,14.625,69.625,63.750,60.500,2.625,134.750,9.500,0.261
Chase Utley,150.571,93.571,32.000,20.714,90.000,80.571,57.571,5.429,92.143,11.286,0.284
Cheslor Cuthbert,130.000,89.000,28.000,12.000,49.000,46.000,32.000,0.000,96.000,2.000,0.274
Chipper Jones,146.750,92.500,30.500,21.750,81.500,79.500,81.000,13.500,76.250,3.750,0.310
Chone Figgins,152.500,123.750,22.250,2.500,82.250,42.250,72.000,0.750,97.250,39.750,0.291
Chris Carter,116.667,55.667,24.000,35.667,72.000,88.000,67.333,2.667,200.000,3.333,0.224
Chris Coghlan,136.000,89.500,28.000,12.500,74.000,44.000,55.500,4.000,85.500,9.500,0.285
Chris Davis,127.833,66.167,24.167,37.167,84.500,92.833,67.000,6.667,193.833,2.000,0.242
Chris Denorfia,132.000,99.000,21.000,10.000,67.000,47.000,42.000,2.000,84.000,11.000,0.279
Chris Johnson,151.667,108.000,29.667,12.333,48.333,67.333,27.667,3.000,135.667,3.667,0.288
Chris Owings,117.000,81.000,27.000,4.000,59.000,43.000,26.000,3.000,144.000,16.000,0.227
Chris Taylor,148.000,88.000,34.000,21.000,85.000,72.000,50.000,0.000,142.000,17.000,0.288
Chris Young,143.500,79.500,35.500,25.250,88.250,78.750,64.750,1.750,147.500,22.750,0.244
Christian Yelich,162.500,112.000,33.500,13.750,83.750,69.250,67.250,3.250,128.250,15.500,0.291
Cliff Pennington,131.500,93.500,26.000,7.000,60.500,52.000,46.000,0.500,100.000,21.500,0.257
Clint Barmes,135.000,77.000,32.000,23.000,69.000,76.000,31.000,2.000,121.000,12.000,0.245
Coco Crisp,129.400,88.600,24.600,11.200,76.600,54.600,52.600,1.600,68.800,31.200,0.260
Cody Bellinger,128.000,59.000,26.000,39.000,87.000,97.000,64.000,13.000,146.000,10.000,0.267
Cody Ross,134.750,79.750,32.000,20.500,68.250,77.250,36.500,2.500,122.000,5.500,0.266
Colby Rasmus,119.750,73.000,23.750,19.000,76.750,61.500,49.000,4.750,127.000,6.000,0.244
Conor Gillaspie,131.000,88.000,31.000,7.000,50.000,57.000,36.000,4.000,78.000,0.000,0.282
Conor Jackson,162.000,113.000,31.000,12.000,87.000,75.000,59.000,3.000,61.000,10.000,0.300
Corey Dickerson,145.500,82.000,34.500,25.500,70.500,66.000,34.000,6.000,143.000,2.000,0.263
Corey Hart,152.600,86.600,34.400,26.200,84.800,84.000,40.600,2.600,122.600,13.000,0.280
Corey Patterson,124.000,88.000,26.000,8.000,65.000,45.000,21.000,1.000,65.000,37.000,0.269
Corey Seager,176.000,113.000,36.500,24.000,95.000,74.500,60.500,5.000,132.000,3.500,0.301
Craig Biggio,130.000,86.000,31.000,10.000,68.000,50.000,23.000,0.000,112.000,4.000,0.251
Cristian Guzman,167.000,124.000,29.500,7.500,75.500,53.500,19.500,0.500,66.000,5.000,0.300
Curtis Granderson,140.500,78.700,25.600,28.500,97.200,76.200,72.300,2.800,141.800,13.400,0.251
DJ LeMahieu,170.750,133.750,24.000,7.500,85.750,58.250,52.000,3.500,93.500,12.500,0.306
Dan Uggla,133.429,73.714,29.286,29.143,89.714,84.286,78.286,3.000,161.714,2.857,0.238
Daniel Murphy,165.286,107.286,40.143,14.571,75.857,76.143,37.571,6.857,72.000,8.429,0.297
Daniel Nava,139.000,98.000,29.000,12.000,77.000,66.000,51.000,2.000,93.000,0.000,0.303
Danny Espinosa,130.000,80.000,27.000,20.667,73.333,64.667,52.333,6.667,176.333,15.333,0.231
Danny Valencia,137.000,94.500,25.000,16.000,67.500,61.500,40.500,1.500,108.500,1.500,0.267
Dansby Swanson,113.000,82.000,23.000,6.000,59.000,51.000,59.000,10.000,120.000,3.000,0.232
Daric Barton,126.500,87.000,25.000,9.500,69.000,52.000,87.500,3.500,100.500,4.500,0.249
Darwin Barney,129.667,96.000,24.667,5.333,62.667,42.667,30.333,2.667,63.000,6.333,0.246
David DeJesus,142.400,98.600,26.000,10.200,76.200,59.600,53.400,2.400,83.200,7.200,0.270
David Eckstein,131.000,100.000,27.000,2.000,64.000,51.000,39.000,1.000,46.000,3.000,0.260
David Freese,125.000,89.000,23.000,12.250,55.000,61.500,50.000,2.000,117.000,1.250,0.270
David Murphy,139.000,92.000,29.000,15.000,65.000,61.000,54.000,7.000,74.000,10.000,0.304
David Ortiz,152.750,79.750,39.125,33.000,82.250,107.000,81.625,15.375,103.625,1.250,0.289
David Peralta,149.000,98.500,28.500,15.500,71.500,67.500,43.500,1.500,100.500,8.500,0.302
David Wright,172.833,110.667,38.333,21.833,91.333,93.667,75.667,8.167,126.500,19.667,0.299
Dayan Viciedo,125.000,80.000,20.000,23.000,64.500,68.000,30.000,1.500,121.000,0.000,0.243
Dee Gordon,194.000,159.000,22.667,2.667,98.000,37.667,27.000,0.667,97.000,60.667,0.310
Delmon Young,160.600,112.400,32.000,14.800,66.000,82.400,26.400,3.400,102.000,6.000,0.282
Denard Span,161.857,119.143,28.429,6.714,80.714,49.571,51.714,0.857,73.571,20.143,0.282
Derek Jeter,186.143,145.000,28.000,10.857,91.143,63.429,52.714,1.714,91.286,15.571,0.299
Derek Norris,129.000,80.000,33.000,14.000,65.000,62.000,35.000,1.000,131.000,4.000,0.250
Derrek Lee,166.500,102.250,38.750,24.000,88.750,90.750,72.750,4.500,119.000,4.000,0.293
Desmond Jennings,124.667,80.667,26.667,12.333,77.000,45.667,52.333,0.333,114.333,22.000,0.247
Dexter Fowler,126.857,82.286,25.286,9.429,78.429,42.429,69.857,1.143,123.429,15.429,0.271
Didi Gregorius,149.000,102.000,27.667,18.000,66.000,71.000,25.667,1.000,79.000,5.000,0.276
Dioner Navarro,132.000,98.000,22.000,12.000,40.000,69.000,32.000,1.000,76.000,3.000,0.274
Dmitri Young,147.000,95.000,38.000,13.000,57.000,74.000,44.000,6.000,74.000,0.000,0.320
Domingo Santana,146.000,87.000,29.000,30.000,88.000,85.000,73.000,2.000,178.000,15.000,0.278
Domonic Brown,123.000,80.500,21.500,18.500,56.000,73.000,36.500,4.500,94.000,7.500,0.254
Drew Stubbs,127.667,89.000,18.000,17.000,86.000,53.667,53.333,1.000,179.667,33.333,0.237
Dustin Ackley,130.000,89.500,24.500,13.000,74.000,57.500,45.500,4.000,107.000,10.500,0.235
Dustin Pedroia,183.500,127.500,41.000,13.375,96.250,71.500,61.250,2.375,63.375,15.375,0.304
Eddie Rosario,157.000,95.000,33.000,27.000,79.000,78.000,35.000,1.000,106.000,9.000,0.290
Edgar Renteria,138.333,104.333,23.667,9.000,68.667,53.333,40.667,2.000,70.000,8.000,0.284
Eduardo Nunez,159.000,115.000,24.000,16.000,73.000,67.000,29.000,3.000,88.000,40.000,0.288
Edwin Encarnacion,141.556,80.333,28.333,32.222,84.222,95.111,71.000,5.000,96.889,5.111,0.270
Elvis Andrus,161.889,123.333,27.889,6.111,83.111,58.222,49.556,0.444,87.222,29.556,0.276
Emilio Bonifacio,141.500,113.500,18.500,3.000,75.000,31.500,46.500,0.500,112.000,30.500,0.274
Ender Inciarte,170.667,132.333,26.000,6.667,83.667,43.667,40.000,2.667,73.333,19.667,0.299
Eric Byrnes,179.000,120.000,30.000,21.000,103.000,83.000,57.000,5.000,98.000,50.000,0.286
Eric Hosmer,161.714,111.857,29.429,18.143,78.143,80.857,51.429,4.714,102.000,8.571,0.283
Eric Thames,116.000,55.000,26.000,31.000,83.000,63.000,75.000,5.000,163.000,4.000,0.247
Eric Young,134.000,98.000,27.000,2.000,70.000,32.000,46.000,1.000,100.000,46.000,0.249
Erick Aybar,153.000,113.286,28.286,6.286,70.857,51.000,28.857,1.429,65.429,18.429,0.279
Eugenio Suarez,139.500,89.000,25.000,23.500,82.500,76.000,67.500,0.500,151.000,7.500,0.254
Evan Gattis,139.000,81.000,20.000,27.000,66.000,88.000,30.000,3.000,119.000,0.000,0.246
Evan Longoria,154.667,89.444,36.000,27.111,82.333,93.000,59.556,7.889,128.778,5.444,0.269
Felipe Lopez,157.000,115.000,30.333,8.000,74.000,51.000,55.667,2.333,97.000,12.667,0.279
Francisco Cervelli,133.000,104.000,17.000,7.000,56.000,43.000,46.000,1.000,94.000,1.000,0.295
Francisco Lindor,180.000,115.500,37.000,24.000,99.000,83.500,58.500,4.500,90.500,17.000,0.287
Frank Thomas,147.000,91.000,30.000,26.000,63.000,95.000,81.000,3.000,94.000,0.000,0.277
Franklin Gutierrez,149.500,108.000,24.500,15.000,73.000,67.000,48.000,4.000,129.500,20.500,0.264
Fred Lewis,132.000,87.000,25.000,9.000,81.000,40.000,51.000,3.000,124.000,21.000,0.282
Freddie Freeman,160.833,98.167,35.500,24.500,87.667,86.500,71.167,8.833,133.833,4.000,0.293
Freddy Galvis,147.667,107.000,23.000,13.000,65.000,59.333,33.333,3.000,116.667,13.667,0.253
Freddy Sanchez,168.500,121.500,34.000,10.000,76.000,66.500,26.500,1.500,69.500,0.000,0.287
Gaby Sanchez,154.000,97.500,36.000,19.000,72.000,81.500,65.500,3.000,99.000,4.000,0.270
Garret Anderson,148.000,105.500,27.000,14.000,59.000,72.500,28.000,4.000,75.000,4.000,0.280
Garrett Atkins,178.500,120.000,33.500,23.000,84.500,105.000,53.500,1.500,98.000,2.000,0.293
Garrett Jones,132.667,78.000,31.667,21.000,63.667,75.000,44.000,2.667,114.000,3.000,0.256
Gary Matthews Jr.,130.000,83.000,26.000,18.000,79.000,72.000,55.000,6.000,102.000,18.000,0.252
Gary Sanchez,131.000,78.000,20.000,33.000,79.000,90.000,40.000,1.000,120.000,2.000,0.278
Gary Sheffield,131.000,85.000,20.000,25.000,107.000,75.000,84.000,2.000,71.000,22.000,0.265
George Springer,161.500,98.500,29.000,31.500,114.000,83.500,76.000,1.500,144.500,7.000,0.272
Geovany Soto,141.000,81.000,35.000,23.000,66.000,86.000,62.000,6.000,121.000,0.000,0.285
Gerardo Parra,152.667,103.667,33.667,11.000,75.333,46.333,36.000,3.667,97.333,11.000,0.273
Giancarlo Stanton,141.000,71.250,29.750,38.500,88.250,96.500,80.750,12.000,159.750,5.250,0.270
Gordon Beckham,119.000,82.500,23.500,13.000,61.000,52.000,37.500,0.000,100.000,5.000,0.232
Grady Sizemore,150.667,89.333,31.000,25.000,97.333,77.333,86.333,8.000,125.667,28.000,0.264
Gregor Blanco,114.000,91.500,15.500,2.000,51.000,39.500,63.000,3.000,97.000,13.500,0.258
Gregory Polanco,144.000,89.000,34.500,15.500,81.000,69.000,54.000,6.000,120.000,22.000,0.257
Hanley Ramirez,163.500,103.125,33.500,24.625,90.625,83.250,61.250,7.125,107.875,23.750,0.293
Hideki Matsui,135.750,87.500,25.250,21.500,68.750,87.250,65.000,3.000,82.500,1.250,0.271
Howie Kendrick,155.000,109.833,30.500,10.667,69.167,62.333,35.167,3.500,103.833,12.000,0.283
Hunter Pence,166.250,109.750,28.750,22.625,83.750,85.875,49.375,2.125,119.250,11.625,0.278
Ian Desmond,153.143,102.143,29.571,18.286,74.571,72.286,38.714,1.571,148.000,20.286,0.267
Ian Kinsler,159.300,101.200,33.100,21.100,101.100,73.900,53.800,0.800,80.700,19.900,0.272
Ichiro Suzuki,198.286,162.429,24.000,7.143,84.286,48.000,37.714,10.714,70.286,33.857,0.306
Ike Davis,128.000,72.500,29.500,25.500,69.500,80.500,66.500,4.500,139.500,1.500,0.245
Ivan Rodriguez,141.000,96.000,31.000,11.000,50.000,63.000,9.000,1.000,96.000,2.000,0.281
J.D. Drew,124.667,74.333,28.000,19.000,79.000,66.667,73.667,6.000,104.667,3.000,0.268
J.D. Martinez,154.500,88.500,34.000,30.000,81.000,85.000,51.000,4.500,153.000,2.000,0.294
J.J. Hardy,154.167,101.500,28.833,22.667,75.000,71.667,38.000,2.500,91.000,1.000,0.266
J.T. Realmuto,151.000,103.500,31.000,14.000,64.000,56.500,32.000,2.500,103.000,10.000,0.290
Jace Peterson,126.000,92.000,23.000,6.000,55.000,52.000,56.000,4.000,120.000,12.000,0.239
Jack Cust,111.667,65.667,17.667,28.000,75.333,76.333,103.000,3.333,182.000,1.333,0.242
Jack Hannahan,95.000,59.000,27.000,9.000,48.000,47.000,55.000,4.000,131.000,2.000,0.218
Jack Wilson,141.000,98.000,29.000,12.000,67.000,56.000,38.000,9.000,46.000,2.000,0.296
Jackie Bradley Jr.,133.500,82.500,24.500,21.500,76.000,75.000,55.500,4.500,133.500,8.500,0.256
Jacoby Ellsbury,171.333,121.333,29.500,13.833,90.833,65.167,48.667,2.500,86.833,45.000,0.289
Jake Lamb,131.500,65.000,30.500,29.500,85.000,98.000,75.500,9.000,153.000,6.000,0.248
James Loney,163.667,118.333,31.833,11.667,62.500,79.500,49.000,6.667,78.667,5.833,0.286
Jamey Carroll,128.500,108.500,16.000,0.500,58.500,28.500,49.500,1.500,61.500,9.500,0.279
Jason Bartlett,137.500,101.750,24.500,6.250,74.250,49.000,49.250,1.500,85.750,21.750,0.271
Jason Bay,137.250,82.750,27.000,25.000,87.750,90.250,72.500,3.500,137.250,9.500,0.261
Jason Castro,103.000,66.000,21.000,14.000,43.000,56.000,34.000,1.000,151.000,1.000,0.222
Jason Giambi,113.000,61.000,19.000,32.000,68.000,96.000,76.000,5.000,111.000,2.000,0.247
Jason Heyward,147.800,99.800,29.000,15.200,78.000,64.200,65.200,2.000,112.200,17.200,0.268
Jason Kendall,116.333,89.333,23.000,2.333,46.333,44.333,42.333,5.000,48.333,6.000,0.243
Jason Kipnis,154.200,103.000,33.400,13.800,82.000,67.000,62.000,2.600,121.000,22.000,0.272
Jason Kubel,134.250,78.500,27.500,24.750,72.500,90.750,54.000,5.750,116.000,0.500,0.268
Jason Varitek,111.000,76.000,15.000,17.000,57.000,68.000,71.000,9.000,122.000,1.000,0.255
Javier Baez,128.000,79.000,24.000,23.000,75.000,75.000,30.000,15.000,144.000,10.000,0.273
Jay Bruce,139.000,76.500,30.000,29.250,80.125,91.000,57.125,7.875,149.125,6.875,0.250
Jayson Werth,146.333,90.167,31.167,24.167,87.667,79.167,76.833,4.167,136.000,12.667,0.275
Jean Segura,160.600,119.600,24.200,10.800,74.800,47.800,27.800,2.400,86.200,28.800,0.283
Jed Lowrie,152.333,97.000,41.000,11.667,75.000,64.667,58.000,3.333,90.000,0.333,0.272
Jedd Gyorko,121.000,72.000,26.000,23.000,62.000,63.000,33.000,1.000,123.000,1.000,0.249
Jeff Francoeur,152.167,101.167,32.667,15.667,68.833,75.500,34.167,5.833,109.167,7.500,0.263
Jeff Kent,149.000,92.000,36.000,20.000,78.000,79.000,57.000,4.000,61.000,1.000,0.302
Jeff Keppinger,148.000,107.000,34.000,6.000,62.000,59.000,51.000,1.000,36.000,4.000,0.288
